,id,family,genus,species
1796,28668,Geraniaceae,Geranium,Geranium columbinum L.
1797,28675,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
1798,2873,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
1799,28741,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1800,28749,Orchidaceae,Ophrys,Ophrys lutea Cav.
1801,28758,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
1802,2876,Geraniaceae,Geranium,Geranium sanguineum L.
1803,28804,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
1804,28805,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
1805,28811,Lamiaceae,Lavandula,Lavandula stoechas L.
1806,28821,Campanulaceae,Campanula,Campanula medium L.
1807,28861,Orchidaceae,Ophrys,Ophrys passionis Sennen
1808,28867,Rosaceae,Rosa,Rosa canina L.
1809,28875,Geraniaceae,Geranium,Geranium columbinum L.
1810,28876,Orchidaceae,Ophrys,Ophrys scolopax Cav.
1811,2888,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1812,28896,Geraniaceae,Geranium,Geranium dissectum L.
1813,28910,Iridaceae,Iris,Iris pseudacorus L.
1814,28918,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
1815,28929,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
1816,28931,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
1817,28936,Scrophulariaceae,Verbascum,Verbascum thapsus L.
1818,28976,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
1819,28979,Geraniaceae,Geranium,Geranium phaeum L.
1820,290,Campanulaceae,Campanula,Campanula patula L.
1821,2900,Scrophulariaceae,Verbascum,Verbascum nigrum L.
1822,29012,Geraniaceae,Geranium,Geranium columbinum L.
1823,29030,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
1824,29067,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1825,29076,Geraniaceae,Geranium,Geranium rotundifolium L.
1826,29092,Iridaceae,Iris,Iris foetidissima L.
1827,29100,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1828,29104,Orchidaceae,Ophrys,Ophrys lutea Cav.
1829,29138,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe
1830,29172,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
1831,2919,Rosaceae,Rosa,Rosa canina L.
1832,29194,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
1833,29196,Orchidaceae,Ophrys,Ophrys speculum Link
1834,29221,Orchidaceae,Ophrys,Ophrys lutea Cav.
1835,29237,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1836,29241,Iridaceae,Iris,Iris lutescens Lam.
1837,29257,Liliaceae,Tulipa,Tulipa sylvestris L.
1838,29272,Amaryllidaceae,Narcissus,Narcissus tazetta L.
1839,29275,Rosaceae,Rosa,Rosa canina L.
1840,2928,Campanulaceae,Campanula,Campanula persicifolia L.
1841,29292,Orchidaceae,Ophrys,Ophrys lutea Cav.
1842,29294,Geraniaceae,Geranium,Geranium dissectum L.
1843,29297,Campanulaceae,Campanula,Campanula glomerata L.
1844,29315,Iridaceae,Iris,Iris lutescens Lam.
1845,29356,Orchidaceae,Ophrys,Ophrys scolopax Cav.
1846,29363,Geraniaceae,Geranium,Geranium pusillum L.
1847,29396,Iridaceae,Iris,Iris pseudacorus L.
1848,29474,Scrophulariaceae,Verbascum,Verbascum thapsus L.
1849,29490,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.
1850,29503,Rosaceae,Crataegus,Crataegus azarolus L.
1851,29525,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
1852,29538,Geraniaceae,Geranium,Geranium molle L.
1853,29543,Geraniaceae,Geranium,Geranium sylvaticum L.
1854,29560,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
1855,29563,Liliaceae,Tulipa,Tulipa sylvestris L.
1856,29655,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
1857,2975,Campanulaceae,Campanula,Campanula rapunculus L.
1858,29754,Orchidaceae,Ophrys,Ophrys aranifera Huds.
1859,29766,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
1860,29792,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1861,29805,Scrophulariaceae,Verbascum,Verbascum thapsus L.
1862,29809,Amaryllidaceae,Narcissus,Narcissus tazetta L.
1863,29821,Campanulaceae,Campanula,Campanula trachelium L.
1864,29898,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
1865,29912,Amaryllidaceae,Narcissus,Narcissus tazetta L.
1866,29913,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
1867,29923,Campanulaceae,Campanula,Campanula latifolia L.
1868,29934,Scrophulariaceae,Verbascum,Verbascum nigrum L.
1869,29963,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1870,2998,Scrophulariaceae,Verbascum,Verbascum sinuatum L.
1871,29996,Scrophulariaceae,Verbascum,Verbascum blattaria L.
1872,30016,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
1873,3003,Campanulaceae,Campanula,Campanula latifolia L.
1874,30063,Geraniaceae,Geranium,Geranium molle L.
1875,30075,Amaryllidaceae,Galanthus,Galanthus nivalis L.
1876,30094,Campanulaceae,Campanula,Campanula rotundifolia L.
1877,3011,Orchidaceae,Ophrys,Ophrys aranifera Huds.
1878,30134,Hydrangeaceae,Hydrangea,Hydrangea macrophylla (Thunb.) Ser.
1879,30150,Scrophulariaceae,Verbascum,Verbascum blattaria L.
1880,30159,Geraniaceae,Geranium,Geranium sylvaticum L.
1881,30194,Hydrangeaceae,Hydrangea,Hydrangea macrophylla (Thunb.) Ser.
1882,30200,Orchidaceae,Ophrys,Ophrys scolopax Cav.
1883,30232,Rosaceae,Rosa,Rosa canina L.
1884,30247,Geraniaceae,Geranium,Geranium columbinum L.
1885,30251,Orchidaceae,Ophrys,Ophrys apifera Huds.
1886,30254,Geraniaceae,Geranium,Geranium robertianum L.
1887,30290,Campanulaceae,Campanula,Campanula persicifolia L.
1888,30313,Campanulaceae,Campanula,Campanula rotundifolia L.
1889,30318,Geraniaceae,Geranium,Geranium dissectum L.
1890,30320,Geraniaceae,Geranium,Geranium sylvaticum L.
1891,30358,Campanulaceae,Campanula,Campanula medium L.
1892,30394,Campanulaceae,Campanula,Campanula rotundifolia L.
1893,30414,Rosaceae,Rosa,Rosa canina L.
1894,30424,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1895,30447,Geraniaceae,Geranium,Geranium lucidum L.
1896,30456,Scrophulariaceae,Verbascum,Verbascum thapsus L.
1897,30478,Orchidaceae,Ophrys,Ophrys insectifera L.
1898,3048,Orchidaceae,Ophrys,Ophrys speculum Link
1899,30496,Geraniaceae,Geranium,Geranium molle L.
1900,30504,Iridaceae,Iris,Iris lutescens Lam.
1901,30509,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
1902,30532,Geraniaceae,Geranium,Geranium lucidum L.
1903,30546,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
1904,30565,Rosaceae,Rosa,Rosa canina L.
1905,30582,Scrophulariaceae,Verbascum,Verbascum boerhavii L.
1906,30588,Campanulaceae,Campanula,Campanula rapunculus L.
1907,3061,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.
1908,30642,Iridaceae,Iris,Iris foetidissima L.
1909,30651,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1910,30665,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1911,30669,Geraniaceae,Geranium,Geranium dissectum L.
1912,30675,Liliaceae,Tulipa,Tulipa sylvestris L.
1913,30680,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
1914,30686,Geraniaceae,Geranium,Geranium robertianum L.
1915,30760,Hydrangeaceae,Hydrangea,Hydrangea macrophylla (Thunb.) Ser.
1916,30793,Iridaceae,Iris,Iris foetidissima L.
1917,30805,Scrophulariaceae,Verbascum,Verbascum blattaria L.
1918,30809,Geraniaceae,Geranium,Geranium phaeum L.
1919,30815,Orchidaceae,Ophrys,Ophrys apifera Huds.
1920,30834,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
1921,30859,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
1922,30863,Geraniaceae,Geranium,Geranium pratense L.
1923,30872,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
1924,30897,Scrophulariaceae,Verbascum,Verbascum blattaria L.
1925,30906,Geraniaceae,Geranium,Geranium phaeum L.
1926,30916,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
1927,30920,Liliaceae,Tulipa,Tulipa sylvestris L.
1928,30954,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
1929,30962,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1930,30969,Campanulaceae,Campanula,Campanula rotundifolia L.
1931,31006,Iridaceae,Iris,Iris lutescens Lam.
1932,31011,Campanulaceae,Campanula,Campanula trachelium L.
1933,31020,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
1934,31021,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1935,31056,Campanulaceae,Campanula,Campanula persicifolia L.
1936,31066,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
1937,31075,Orchidaceae,Ophrys,Ophrys lutea Cav.
1938,31082,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
1939,31086,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
1940,31089,Rosaceae,Rosa,Rosa spinosissima L.
1941,31102,Iridaceae,Iris,Iris lutescens Lam.
1942,31130,Iridaceae,Iris,Iris lutescens Lam.
1943,31132,Amaryllidaceae,Galanthus,Galanthus nivalis L.
1944,31133,Orchidaceae,Ophrys,Ophrys aranifera Huds.
1945,31157,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1946,31177,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
1947,31210,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
1948,31233,Scrophulariaceae,Verbascum,Verbascum sinuatum L.
1949,31267,Geraniaceae,Geranium,Geranium sylvaticum L.
1950,31276,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1951,31285,Amaryllidaceae,Galanthus,Galanthus nivalis L.
1952,31286,Geraniaceae,Geranium,Geranium dissectum L.
1953,31299,Geraniaceae,Geranium,Geranium dissectum L.
1954,31309,Campanulaceae,Campanula,Campanula trachelium L.
1955,31319,Scrophulariaceae,Verbascum,Verbascum blattaria L.
1956,31329,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
1957,31331,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
1958,31333,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1959,31338,Campanulaceae,Campanula,Campanula persicifolia L.
1960,31391,Scrophulariaceae,Verbascum,Verbascum sinuatum L.
1961,314,Rosaceae,Rosa,Rosa spinosissima L.
1962,31423,Rosaceae,Rosa,Rosa canina L.
1963,31438,Geraniaceae,Geranium,Geranium sylvaticum L.
1964,31461,Rosaceae,Rosa,Rosa spinosissima L.
1965,31472,Campanulaceae,Campanula,Campanula rapunculus L.
1966,31494,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1967,31500,Scrophulariaceae,Verbascum,Verbascum thapsus L.
1968,31509,Geraniaceae,Geranium,Geranium molle L.
1969,3151,Orchidaceae,Ophrys,Ophrys aranifera Huds.
1970,31520,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
1971,31535,Geraniaceae,Geranium,Geranium robertianum L.
1972,31589,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
1973,31595,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1974,3162,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
1975,31620,Orchidaceae,Ophrys,Ophrys apifera Huds.
1976,31639,Geraniaceae,Geranium,Geranium sanguineum L.
1977,31640,Rosaceae,Rosa,Rosa agrestis Savi
1978,31646,Geraniaceae,Geranium,Geranium dissectum L.
1979,31657,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
1980,31695,Geraniaceae,Geranium,Geranium dissectum L.
1981,31697,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
1982,31721,Geraniaceae,Geranium,Geranium dissectum L.
1983,31722,Geraniaceae,Geranium,Geranium robertianum L.
1984,31740,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
1985,31741,Geraniaceae,Geranium,Geranium robertianum L.
1986,31745,Orchidaceae,Ophrys,Ophrys aranifera Huds.
1987,31746,Rosaceae,Rosa,Rosa agrestis Savi
1988,31760,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe
1989,31764,Campanulaceae,Campanula,Campanula patula L.
1990,31775,Rosaceae,Crataegus,Crataegus monogyna Jacq.
1991,31776,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
1992,31810,Scrophulariaceae,Verbascum,Verbascum thapsus L.
1993,31817,Geraniaceae,Geranium,Geranium phaeum L.
1994,31832,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
1995,31850,Geraniaceae,Geranium,Geranium pratense L.
1996,31854,Orchidaceae,Ophrys,Ophrys scolopax Cav.
1997,31858,Scrophulariaceae,Verbascum,Verbascum thapsus L.
1998,31881,Rosaceae,Rosa,Rosa pendulina L.
1999,31904,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
2000,31955,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
2001,31972,Oleaceae,Jasminum,Jasminum fruticans L.
2002,31976,Geraniaceae,Geranium,Geranium pratense L.
2003,31989,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
2004,31990,Geraniaceae,Geranium,Geranium robertianum L.
2005,31999,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
2006,32013,Geraniaceae,Geranium,Geranium molle L.
2007,32057,Orchidaceae,Ophrys,Ophrys apifera Huds.
2008,32060,Rosaceae,Rosa,Rosa canina L.
2009,32101,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
2010,32106,Fabaceae,Wisteria,Wisteria sinensis (Sims) Sweet
2011,3211,Geraniaceae,Geranium,Geranium rotundifolium L.
2012,32140,Geraniaceae,Geranium,Geranium dissectum L.
2013,32143,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe
2014,32146,Rosaceae,Rosa,Rosa agrestis Savi
2015,32154,Campanulaceae,Campanula,Campanula glomerata L.
2016,32180,Campanulaceae,Campanula,Campanula persicifolia L.
2017,32185,Campanulaceae,Campanula,Campanula persicifolia L.
2018,32193,Fabaceae,Wisteria,Wisteria sinensis (Sims) Sweet
2019,32205,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
2020,32231,Geraniaceae,Geranium,Geranium robertianum L.
2021,32238,Geraniaceae,Geranium,Geranium robertianum L.
2022,32249,Geraniaceae,Geranium,Geranium sanguineum L.
2023,32289,Orchidaceae,Ophrys,Ophrys apifera Huds.
2024,32317,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2025,32325,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe
2026,32358,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2027,32383,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2028,3239,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
2029,32444,Scrophulariaceae,Verbascum,Verbascum thapsus L.
2030,32486,Campanulaceae,Campanula,Campanula trachelium L.
2031,32493,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2032,32503,Rosaceae,Rosa,Rosa agrestis Savi
2033,32540,Campanulaceae,Campanula,Campanula glomerata L.
2034,32578,Orchidaceae,Ophrys,Ophrys aranifera Huds.
2035,32604,Rosaceae,Rosa,Rosa canina L.
2036,32605,Geraniaceae,Geranium,Geranium molle L.
2037,32654,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2038,32655,Iridaceae,Iris,Iris lutescens Lam.
2039,32659,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
2040,32689,Geraniaceae,Geranium,Geranium pusillum L.
2041,32703,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2042,32762,Orchidaceae,Ophrys,Ophrys speculum Link
2043,32798,Scrophulariaceae,Verbascum,Verbascum sinuatum L.
2044,32806,Campanulaceae,Campanula,Campanula trachelium L.
2045,32821,Amaryllidaceae,Galanthus,Galanthus nivalis L.
2046,3283,Rosaceae,Crataegus,Crataegus azarolus L.
2047,32852,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
2048,32877,Liliaceae,Tulipa,Tulipa sylvestris L.
2049,32904,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2050,32944,Rosaceae,Rosa,Rosa canina L.
2051,32946,Geraniaceae,Geranium,Geranium columbinum L.
2052,32964,Orchidaceae,Ophrys,Ophrys aranifera Huds.
2053,32978,Geraniaceae,Geranium,Geranium phaeum L.
2054,32983,Orchidaceae,Ophrys,Ophrys bertolonii Moretti
2055,32984,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
2056,32990,Orchidaceae,Ophrys,Ophrys speculum Link
2057,32998,Scrophulariaceae,Verbascum,Verbascum sinuatum L.
2058,33005,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
2059,33007,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2060,33044,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
2061,33059,Rosaceae,Rosa,Rosa pendulina L.
2062,33060,Rosaceae,Crataegus,Crataegus azarolus L.
2063,33086,Amaryllidaceae,Galanthus,Galanthus nivalis L.
2064,3309,Geraniaceae,Geranium,Geranium phaeum L.
2065,33111,Campanulaceae,Campanula,Campanula glomerata L.
2066,33145,Orchidaceae,Ophrys,Ophrys scolopax Cav.
2067,33168,Orchidaceae,Ophrys,Ophrys passionis Sennen
2068,33238,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
2069,33239,Iridaceae,Iris,Iris lutescens Lam.
2070,33261,Scrophulariaceae,Verbascum,Verbascum thapsus L.
2071,33272,Rosaceae,Rosa,Rosa canina L.
2072,33273,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2073,33282,Campanulaceae,Campanula,Campanula medium L.
2074,33283,Campanulaceae,Campanula,Campanula trachelium L.
2075,33286,Iridaceae,Iris,Iris pseudacorus L.
2076,33291,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2077,33299,Geraniaceae,Geranium,Geranium pusillum L.
2078,33303,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
2079,33310,Liliaceae,Tulipa,Tulipa sylvestris L.
2080,33312,Scrophulariaceae,Verbascum,Verbascum thapsus L.
2081,33349,Iridaceae,Iris,Iris lutescens Lam.
2082,33377,Geraniaceae,Geranium,Geranium pratense L.
2083,33388,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
2084,33397,Geraniaceae,Geranium,Geranium pratense L.
2085,33440,Scrophulariaceae,Verbascum,Verbascum nigrum L.
2086,33454,Scrophulariaceae,Verbascum,Verbascum thapsus L.
2087,33487,Geraniaceae,Geranium,Geranium rotundifolium L.
2088,33509,Geraniaceae,Geranium,Geranium nodosum L.
2089,33552,Geraniaceae,Geranium,Geranium robertianum L.
2090,33559,Iridaceae,Iris,Iris foetidissima L.
2091,33584,Scrophulariaceae,Verbascum,Verbascum nigrum L.
2092,3360,Orchidaceae,Ophrys,Ophrys virescens Philippe
2093,33600,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe
2094,33623,Geraniaceae,Geranium,Geranium rotundifolium L.
2095,33634,Fabaceae,Wisteria,Wisteria sinensis (Sims) Sweet
2096,33646,Geraniaceae,Geranium,Geranium sylvaticum L.
2097,33666,Geraniaceae,Geranium,Geranium phaeum L.
2098,33668,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
2099,33674,Iridaceae,Iris,Iris foetidissima L.
2100,33678,Orchidaceae,Ophrys,Ophrys scolopax Cav.
2101,33690,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
2102,33711,Scrophulariaceae,Verbascum,Verbascum thapsus L.
2103,33746,Campanulaceae,Campanula,Campanula trachelium L.
2104,33762,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
2105,33764,Rosaceae,Rosa,Rosa pendulina L.
2106,33784,Liliaceae,Tulipa,Tulipa sylvestris L.
2107,33788,Campanulaceae,Campanula,Campanula glomerata L.
2108,33809,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
2109,33848,Orchidaceae,Ophrys,Ophrys bertolonii Moretti
2110,33900,Geraniaceae,Geranium,Geranium robertianum L.
2111,33901,Iridaceae,Iris,Iris lutescens Lam.
2112,33942,Orchidaceae,Ophrys,Ophrys scolopax Cav.
2113,33953,Orchidaceae,Ophrys,Ophrys apifera Huds.
2114,33961,Orchidaceae,Ophrys,Ophrys insectifera L.
2115,33963,Orchidaceae,Ophrys,Ophrys virescens Philippe
2116,34001,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
2117,34016,Amaryllidaceae,Galanthus,Galanthus nivalis L.
2118,34023,Rosaceae,Rosa,Rosa pendulina L.
2119,34042,Geraniaceae,Geranium,Geranium nodosum L.
2120,34071,Orchidaceae,Ophrys,Ophrys aranifera Huds.
2121,34096,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe
2122,34105,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2123,34107,Geraniaceae,Geranium,Geranium molle L.
2124,3415,Geraniaceae,Geranium,Geranium robertianum L.
2125,34179,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
2126,3419,Geraniaceae,Geranium,Geranium sanguineum L.
2127,34243,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
2128,3425,Geraniaceae,Geranium,Geranium robertianum L.
2129,34257,Geraniaceae,Geranium,Geranium dissectum L.
2130,3426,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
2131,34262,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
2132,34267,Iridaceae,Iris,Iris lutescens Lam.
2133,34273,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2134,34279,Scrophulariaceae,Verbascum,Verbascum blattaria L.
2135,34286,Geraniaceae,Geranium,Geranium pusillum L.
2136,34328,Orchidaceae,Ophrys,Ophrys apifera Huds.
2137,34340,Orchidaceae,Ophrys,Ophrys scolopax Cav.
2138,34341,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
2139,34343,Scrophulariaceae,Verbascum,Verbascum thapsus L.
2140,34369,Orchidaceae,Ophrys,Ophrys passionis Sennen
2141,34378,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench
2142,34380,Rosaceae,Rosa,Rosa spinosissima L.
2143,34394,Scrophulariaceae,Verbascum,Verbascum thapsus L.
2144,3440,Geraniaceae,Geranium,Geranium sylvaticum L.
2145,34417,Oleaceae,Jasminum,Jasminum fruticans L.
2146,34455,Fabaceae,Wisteria,Wisteria sinensis (Sims) Sweet
2147,34529,Iridaceae,Iris,Iris foetidissima L.
2148,34550,Iridaceae,Iris,Iris lutescens Lam.
2149,34579,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
2150,34601,Campanulaceae,Campanula,Campanula rapunculus L.
2151,34624,Orchidaceae,Ophrys,Ophrys insectifera L.
2152,34633,Geraniaceae,Geranium,Geranium molle L.
2153,34662,Geraniaceae,Geranium,Geranium nodosum L.
2154,34665,Geraniaceae,Geranium,Geranium robertianum L.
2155,34707,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2156,34749,Scrophulariaceae,Verbascum,Verbascum sinuatum L.
2157,34763,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2158,34771,Geraniaceae,Geranium,Geranium robertianum L.
2159,34797,Liliaceae,Tulipa,Tulipa sylvestris L.
2160,34798,Orchidaceae,Ophrys,Ophrys scolopax Cav.
2161,3480,Campanulaceae,Campanula,Campanula rhomboidalis L.
2162,3481,Geraniaceae,Geranium,Geranium sylvaticum L.
2163,34826,Oleaceae,Jasminum,Jasminum fruticans L.
2164,34833,Campanulaceae,Campanula,Campanula medium L.
2165,3485,Scrophulariaceae,Verbascum,Verbascum nigrum L.
2166,34875,Orchidaceae,Ophrys,Ophrys insectifera L.
2167,34884,Orchidaceae,Ophrys,Ophrys virescens Philippe
2168,34892,Rosaceae,Rosa,Rosa canina L.
2169,34928,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2170,34949,Rosaceae,Crataegus,Crataegus azarolus L.
2171,34960,Rosaceae,Crataegus,Crataegus azarolus L.
2172,34963,Scrophulariaceae,Verbascum,Verbascum thapsus L.
2173,34968,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
2174,34996,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.
2175,34999,Geraniaceae,Geranium,Geranium pratense L.
2176,35003,Orchidaceae,Ophrys,Ophrys lutea Cav.
2177,35023,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench
2178,35028,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
